id,year,category,overallMotivation,laureate_id,motivation,share
366,1979,Literature,,655,&quot;for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness&quot;,1
377,1978,Literature,,654,&quot;for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life&quot;,1
388,1977,Literature,,653,&quot;for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars&quot;,1
397,1976,Literature,,652,&quot;for the human understanding and subtle analysis of contemporary culture that are combined in his work&quot;,1
409,1975,Literature,,651,&quot;for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions&quot;,1
419,1974,Literature,,649,&quot;for a narrative art, far-seeing in lands and ages, in the service of freedom&quot;,2
420,1974,Literature,,650,&quot;for writings that catch the dewdrop and reflect the cosmos&quot;,2
433,1973,Literature,,648,&quot;for an epic and psychological narrative art which has introduced a new continent into literature&quot;,1
445,1972,Literature,,647,&quot;for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature&quot;,1
451,1971,Literature,,645,&quot;for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams&quot;,1
460,1970,Literature,,644,&quot;for the ethical force with which he has pursued the indispensable traditions of Russian literature&quot;,1
469,1969,Literature,,643,&quot;for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation&quot;,1
478,1968,Literature,,642,&quot;for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind&quot;,1
487,1967,Literature,,641,&quot;for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America&quot;,1
492,1966,Literature,,639,&quot;for his profoundly characteristic narrative art with motifs from the life of the Jewish people&quot;,2
493,1966,Literature,,640,&quot;for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength&quot;,2
501,1965,Literature,,638,&quot;for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people&quot;,1
509,1964,Literature,,637,&quot;for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age&quot;,1
519,1963,Literature,,635,&quot;for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture&quot;,1
528,1962,Literature,,634,&quot;for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception&quot;,1
534,1961,Literature,,633,&quot;for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country&quot;,1
540,1960,Literature,,631,&quot;for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time&quot;,1
547,1959,Literature,,630,&quot;for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times&quot;,1
556,1958,Literature,,629,&quot;for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition&quot;,1
562,1957,Literature,,628,&quot;for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times&quot;,1
572,1956,Literature,,627,&quot;for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity&quot;,1
577,1955,Literature,,626,&quot;for his vivid epic power which has renewed the great narrative art of Iceland&quot;,1
584,1954,Literature,,625,&quot;for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style&quot;,1
590,1953,Literature,,624,&quot;for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values&quot;,1
597,1952,Literature,,623,&quot;for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life&quot;,1
604,1951,Literature,,622,&quot;for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind&quot;,1
612,1950,Literature,,621,&quot;in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought&quot;,1
618,1949,Literature,,620,&quot;for his powerful and artistically unique contribution to the modern American novel&quot;,1
623,1948,Literature,,619,&quot;for his outstanding, pioneer contribution to present-day poetry&quot;,1
629,1947,Literature,,618,&quot;for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight&quot;,1
637,1946,Literature,,617,&quot;for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style&quot;,1
645,1945,Literature,,615,&quot;for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world&quot;,1
651,1944,Literature,,614,&quot;for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style&quot;,1
661,1939,Literature,,613,&quot;for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature&quot;,1
665,1938,Literature,,610,&quot;for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces&quot;,1
672,1937,Literature,,609,&quot;for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>&quot;,1
679,1936,Literature,,608,&quot;for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy&quot;,1
690,1934,Literature,,607,&quot;for his bold and ingenious revival of dramatic and scenic art&quot;,1
695,1933,Literature,,606,&quot;for the strict artistry with which he has carried on the classical Russian traditions in prose writing&quot;,1
701,1932,Literature,,605,&quot;for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>&quot;,1
705,1931,Literature,,604,&quot;The poetry of Erik Axel Karlfeldt&quot;,1
711,1930,Literature,,603,&quot;for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters&quot;,1
718,1929,Literature,,602,&quot;principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature&quot;,1
723,1928,Literature,,601,&quot;principally for her powerful descriptions of Northern life during the Middle Ages&quot;,1
728,1927,Literature,,600,&quot;in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented&quot;,1
734,1926,Literature,,597,&quot;for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general&quot;,1
740,1925,Literature,,596,&quot;for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty&quot;,1
745,1924,Literature,,594,&quot;for his great national epic, <I>The Peasants</I>&quot;,1
750,1923,Literature,,593,&quot;for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation&quot;,1
755,1922,Literature,,592,&quot;for the happy manner in which he has continued the illustrious traditions of the Spanish drama&quot;,1
759,1921,Literature,,590,&quot;in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament&quot;,1
765,1920,Literature,,589,&quot;for his monumental work, <I>Growth of the Soil</I>&quot;,1
769,1919,Literature,,588,&quot;in special appreciation of his epic, <I>Olympian Spring</I>&quot;,1
774,1917,Literature,,586,&quot;for his varied and rich poetry, which is inspired by lofty ideals&quot;,2
775,1917,Literature,,587,&quot;for his authentic descriptions of present-day life in Denmark&quot;,2
777,1916,Literature,,585,&quot;in recognition of his significance as the leading representative of a new era in our literature&quot;,1
781,1915,Literature,,584,&quot;as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings&quot;,1
788,1913,Literature,,583,&quot;because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West&quot;,1
794,1912,Literature,,582,&quot;primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art&quot;,1
799,1911,Literature,,581,&quot;in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations&quot;,1
805,1910,Literature,,580,&quot;as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories&quot;,1
811,1909,Literature,,579,&quot;in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings&quot;,1
818,1908,Literature,,578,&quot;in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life&quot;,1
824,1907,Literature,,577,&quot;in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author&quot;,1
831,1906,Literature,,576,&quot;not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces&quot;,1
836,1905,Literature,,575,&quot;because of his outstanding merits as an epic writer&quot;,1
841,1904,Literature,,573,&quot;in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Provençal philologist&quot;,2
842,1904,Literature,,574,&quot;in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama&quot;,2
849,1903,Literature,,572,&quot;as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit&quot;,1
855,1902,Literature,,571,&quot;the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>&quot;,1
861,1901,Literature,,569,&quot;in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect&quot;,1
5,2012,Medicine,,874,&quot;for the discovery that mature cells can be reprogrammed to become pluripotent&quot;,2
6,2012,Medicine,,875,&quot;for the discovery that mature cells can be reprogrammed to become pluripotent&quot;,2
15,2011,Medicine,,861,&quot;for their discoveries concerning the activation of innate immunity&quot;,4
16,2011,Medicine,,862,&quot;for their discoveries concerning the activation of innate immunity&quot;,4
17,2011,Medicine,,863,&quot;for his discovery of the dendritic cell and its role in adaptive immunity&quot;,2
29,2010,Medicine,,848,&quot;for the development of in vitro fertilization&quot;,1
41,2009,Medicine,,835,&quot;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase&quot;,3
42,2009,Medicine,,836,&quot;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase&quot;,3
43,2009,Medicine,,837,&quot;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase&quot;,3
54,2008,Medicine,,823,&quot;for his discovery of human papilloma viruses causing cervical cancer&quot;,2
55,2008,Medicine,,824,&quot;for their discovery of human immunodeficiency virus&quot;,4
56,2008,Medicine,,825,&quot;for their discovery of human immunodeficiency virus&quot;,4
63,2007,Medicine,,811,&quot;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells&quot;,3
64,2007,Medicine,,812,&quot;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells&quot;,3
65,2007,Medicine,,813,&quot;for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells&quot;,3
75,2006,Medicine,,802,&quot;for their discovery of RNA interference - gene silencing by double-stranded RNA&quot;,2
76,2006,Medicine,,803,&quot;for their discovery of RNA interference - gene silencing by double-stranded RNA&quot;,2
87,2005,Medicine,,789,&quot;for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease&quot;,2
88,2005,Medicine,,790,&quot;for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease&quot;,2
100,2004,Medicine,,774,&quot;for their discoveries of odorant receptors and the organization of the olfactory system&quot;,2
101,2004,Medicine,,775,&quot;for their discoveries of odorant receptors and the organization of the olfactory system&quot;,2
111,2003,Medicine,,764,&quot;for their discoveries concerning magnetic resonance imaging&quot;,2
112,2003,Medicine,,765,&quot;for their discoveries concerning magnetic resonance imaging&quot;,2
123,2002,Medicine,,750,&quot;for their discoveries concerning genetic regulation of organ development and programmed cell death'&quot;,3
124,2002,Medicine,,751,&quot;for their discoveries concerning genetic regulation of organ development and programmed cell death'&quot;,3
125,2002,Medicine,,752,&quot;for their discoveries concerning genetic regulation of organ development and programmed cell death'&quot;,3
136,2001,Medicine,,735,&quot;for their discoveries of key regulators of the cell cycle&quot;,3
137,2001,Medicine,,736,&quot;for their discoveries of key regulators of the cell cycle&quot;,3
138,2001,Medicine,,737,&quot;for their discoveries of key regulators of the cell cycle&quot;,3
151,2000,Medicine,,722,&quot;for their discoveries concerning signal transduction in the nervous system&quot;,3
152,2000,Medicine,,723,&quot;for their discoveries concerning signal transduction in the nervous system&quot;,3
153,2000,Medicine,,724,&quot;for their discoveries concerning signal transduction in the nervous system&quot;,3
161,1999,Medicine,,461,&quot;for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell&quot;,1
170,1998,Medicine,,458,&quot;for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system&quot;,3
171,1998,Medicine,,459,&quot;for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system&quot;,3
172,1998,Medicine,,460,&quot;for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system&quot;,3
183,1997,Medicine,,457,&quot;for his discovery of Prions - a new biological principle of infection&quot;,1
195,1996,Medicine,,455,&quot;for their discoveries concerning the specificity of the cell mediated immune defence&quot;,2
196,1996,Medicine,,456,&quot;for their discoveries concerning the specificity of the cell mediated immune defence&quot;,2
207,1995,Medicine,,452,&quot;for their discoveries concerning the genetic control of early embryonic development&quot;,3
208,1995,Medicine,,453,&quot;for their discoveries concerning the genetic control of early embryonic development&quot;,3
209,1995,Medicine,,454,&quot;for their discoveries concerning the genetic control of early embryonic development&quot;,3
217,1994,Medicine,,450,&quot;for their discovery of G-proteins and the role of these proteins in signal transduction in cells&quot;,2
218,1994,Medicine,,451,&quot;for their discovery of G-proteins and the role of these proteins in signal transduction in cells&quot;,2
230,1993,Medicine,,448,&quot;for their discoveries of split genes&quot;,2
231,1993,Medicine,,449,&quot;for their discoveries of split genes&quot;,2
239,1992,Medicine,,446,&quot;for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism&quot;,2
240,1992,Medicine,,447,&quot;for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism&quot;,2
246,1991,Medicine,,444,&quot;for their discoveries concerning the function of single ion channels in cells&quot;,2
247,1991,Medicine,,445,&quot;for their discoveries concerning the function of single ion channels in cells&quot;,2
255,1990,Medicine,,442,&quot;for their discoveries concerning organ and cell transplantation in the treatment of human disease&quot;,2
256,1990,Medicine,,443,&quot;for their discoveries concerning organ and cell transplantation in the treatment of human disease&quot;,2
267,1989,Medicine,,440,&quot;for their discovery of the cellular origin of retroviral oncogenes&quot;,2
268,1989,Medicine,,441,&quot;for their discovery of the cellular origin of retroviral oncogenes&quot;,2
278,1988,Medicine,,437,&quot;for their discoveries of important principles for drug treatment&quot;,3
279,1988,Medicine,,438,&quot;for their discoveries of important principles for drug treatment&quot;,3
280,1988,Medicine,,439,&quot;for their discoveries of important principles for drug treatment&quot;,3
289,1987,Medicine,,436,&quot;for his discovery of the genetic principle for generation of antibody diversity&quot;,1
299,1986,Medicine,,434,&quot;for their discoveries of growth factors&quot;,2
300,1986,Medicine,,435,&quot;for their discoveries of growth factors&quot;,2
307,1985,Medicine,,432,&quot;for their discoveries concerning the regulation of cholesterol metabolism&quot;,2
308,1985,Medicine,,433,&quot;for their discoveries concerning the regulation of cholesterol metabolism&quot;,2
315,1984,Medicine,,429,&quot;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies&quot;,3
316,1984,Medicine,,430,&quot;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies&quot;,3
317,1984,Medicine,,431,&quot;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies&quot;,3
324,1983,Medicine,,428,&quot;for her discovery of mobile genetic elements&quot;,1
330,1982,Medicine,,425,&quot;for their discoveries concerning prostaglandins and related biologically active substances&quot;,3
331,1982,Medicine,,426,&quot;for their discoveries concerning prostaglandins and related biologically active substances&quot;,3
332,1982,Medicine,,427,&quot;for their discoveries concerning prostaglandins and related biologically active substances&quot;,3
342,1981,Medicine,,422,&quot;for his discoveries concerning the functional specialization of the cerebral hemispheres&quot;,2
343,1981,Medicine,,423,&quot;for their discoveries concerning information processing in the visual system&quot;,4
344,1981,Medicine,,424,&quot;for their discoveries concerning information processing in the visual system&quot;,4
353,1980,Medicine,,419,&quot;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions&quot;,3
354,1980,Medicine,,420,&quot;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions&quot;,3
355,1980,Medicine,,421,&quot;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions&quot;,3
364,1979,Medicine,,417,&quot;for the development of computer assisted tomography&quot;,2
365,1979,Medicine,,418,&quot;for the development of computer assisted tomography&quot;,2
374,1978,Medicine,,414,&quot;for the discovery of restriction enzymes and their application to problems of molecular genetics&quot;,3
375,1978,Medicine,,415,&quot;for the discovery of restriction enzymes and their application to problems of molecular genetics&quot;,3
376,1978,Medicine,,416,&quot;for the discovery of restriction enzymes and their application to problems of molecular genetics&quot;,3
385,1977,Medicine,,411,&quot;for their discoveries concerning the peptide hormone production of the brain&quot;,4
386,1977,Medicine,,412,&quot;for their discoveries concerning the peptide hormone production of the brain&quot;,4
387,1977,Medicine,,413,&quot;for the development of radioimmunoassays of peptide hormones&quot;,2
395,1976,Medicine,,409,&quot;for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases&quot;,2
396,1976,Medicine,,410,&quot;for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases&quot;,2
406,1975,Medicine,,406,&quot;for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell&quot;,3
407,1975,Medicine,,407,&quot;for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell&quot;,3
408,1975,Medicine,,408,&quot;for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell&quot;,3
416,1974,Medicine,,403,&quot;for their discoveries concerning the structural and functional organization of the cell&quot;,3
417,1974,Medicine,,404,&quot;for their discoveries concerning the structural and functional organization of the cell&quot;,3
418,1974,Medicine,,405,&quot;for their discoveries concerning the structural and functional organization of the cell&quot;,3
430,1973,Medicine,,400,&quot;for their discoveries concerning organization and elicitation of individual and social behaviour patterns&quot;,3
431,1973,Medicine,,401,&quot;for their discoveries concerning organization and elicitation of individual and social behaviour patterns&quot;,3
432,1973,Medicine,,402,&quot;for their discoveries concerning organization and elicitation of individual and social behaviour patterns&quot;,3
443,1972,Medicine,,398,&quot;for their discoveries concerning the chemical structure of antibodies&quot;,2
444,1972,Medicine,,399,&quot;for their discoveries concerning the chemical structure of antibodies&quot;,2
450,1971,Medicine,,397,&quot;for his discoveries concerning the mechanisms of the action of hormones&quot;,1
457,1970,Medicine,,394,&quot;for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation&quot;,3
458,1970,Medicine,,395,&quot;for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation&quot;,3
459,1970,Medicine,,396,&quot;for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation&quot;,3
466,1969,Medicine,,391,&quot;for their discoveries concerning the replication mechanism and the genetic structure of viruses&quot;,3
467,1969,Medicine,,392,&quot;for their discoveries concerning the replication mechanism and the genetic structure of viruses&quot;,3
468,1969,Medicine,,393,&quot;for their discoveries concerning the replication mechanism and the genetic structure of viruses&quot;,3
475,1968,Medicine,,388,&quot;for their interpretation of the genetic code and its function in protein synthesis&quot;,3
476,1968,Medicine,,389,&quot;for their interpretation of the genetic code and its function in protein synthesis&quot;,3
477,1968,Medicine,,390,&quot;for their interpretation of the genetic code and its function in protein synthesis&quot;,3
484,1967,Medicine,,385,&quot;for their discoveries concerning the primary physiological and chemical visual processes in the eye&quot;,3
485,1967,Medicine,,386,&quot;for their discoveries concerning the primary physiological and chemical visual processes in the eye&quot;,3
486,1967,Medicine,,387,&quot;for their discoveries concerning the primary physiological and chemical visual processes in the eye&quot;,3
490,1966,Medicine,,383,&quot;for his discovery of tumour-inducing viruses&quot;,2
491,1966,Medicine,,384,&quot;for his discoveries concerning hormonal treatment of prostatic cancer&quot;,2
498,1965,Medicine,,380,&quot;for their discoveries concerning genetic control of enzyme and virus synthesis&quot;,3
499,1965,Medicine,,381,&quot;for their discoveries concerning genetic control of enzyme and virus synthesis&quot;,3
500,1965,Medicine,,382,&quot;for their discoveries concerning genetic control of enzyme and virus synthesis&quot;,3
507,1964,Medicine,,378,&quot;for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism&quot;,2
508,1964,Medicine,,379,&quot;for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism&quot;,2
516,1963,Medicine,,375,&quot;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane&quot;,3
517,1963,Medicine,,376,&quot;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane&quot;,3
518,1963,Medicine,,377,&quot;for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane&quot;,3
525,1962,Medicine,,372,&quot;for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material&quot;,3
526,1962,Medicine,,373,&quot;for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material&quot;,3
527,1962,Medicine,,374,&quot;for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material&quot;,3
533,1961,Medicine,,371,&quot;for his discoveries of the physical mechanism of stimulation within the cochlea&quot;,1
538,1960,Medicine,,369,&quot;for discovery of acquired immunological tolerance&quot;,2
539,1960,Medicine,,370,&quot;for discovery of acquired immunological tolerance&quot;,2
545,1959,Medicine,,367,&quot;for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid&quot;,2
546,1959,Medicine,,368,&quot;for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid&quot;,2
553,1958,Medicine,,364,&quot;for their discovery that genes act by regulating definite chemical events&quot;,4
554,1958,Medicine,,365,&quot;for their discovery that genes act by regulating definite chemical events&quot;,4
555,1958,Medicine,,366,&quot;for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria&quot;,2
561,1957,Medicine,,363,&quot;for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles&quot;,1
569,1956,Medicine,,360,&quot;for their discoveries concerning heart catheterization and pathological changes in the circulatory system&quot;,3
570,1956,Medicine,,361,&quot;for their discoveries concerning heart catheterization and pathological changes in the circulatory system&quot;,3
571,1956,Medicine,,362,&quot;for their discoveries concerning heart catheterization and pathological changes in the circulatory system&quot;,3
576,1955,Medicine,,359,&quot;for his discoveries concerning the nature and mode of action of oxidation enzymes&quot;,1
581,1954,Medicine,,356,&quot;for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue&quot;,3
582,1954,Medicine,,357,&quot;for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue&quot;,3
583,1954,Medicine,,358,&quot;for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue&quot;,3
588,1953,Medicine,,354,&quot;for his discovery of the citric acid cycle&quot;,2
589,1953,Medicine,,355,&quot;for his discovery of co-enzyme A and its importance for intermediary metabolism&quot;,2
596,1952,Medicine,,353,&quot;for his discovery of streptomycin, the first antibiotic effective against tuberculosis&quot;,1
603,1951,Medicine,,352,&quot;for his discoveries concerning yellow fever and how to combat it&quot;,1
609,1950,Medicine,,349,&quot;for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects&quot;,3
610,1950,Medicine,,350,&quot;for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects&quot;,3
611,1950,Medicine,,351,&quot;for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects&quot;,3
616,1949,Medicine,,347,&quot;for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs&quot;,2
617,1949,Medicine,,348,&quot;for his discovery of the therapeutic value of leucotomy in certain psychoses&quot;,2
622,1948,Medicine,,346,&quot;for his discovery of the high efficiency of DDT as a contact poison against several arthropods&quot;,1
626,1947,Medicine,,343,&quot;for their discovery of the course of the catalytic conversion of glycogen&quot;,4
627,1947,Medicine,,344,&quot;for their discovery of the course of the catalytic conversion of glycogen&quot;,4
628,1947,Medicine,,345,&quot;for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar&quot;,2
636,1946,Medicine,,342,&quot;for the discovery of the production of mutations by means of X-ray irradiation&quot;,1
642,1945,Medicine,,339,&quot;for the discovery of penicillin and its curative effect in various infectious diseases&quot;,3
643,1945,Medicine,,340,&quot;for the discovery of penicillin and its curative effect in various infectious diseases&quot;,3
644,1945,Medicine,,341,&quot;for the discovery of penicillin and its curative effect in various infectious diseases&quot;,3
649,1944,Medicine,,337,&quot;for their discoveries relating to the highly differentiated functions of single nerve fibres&quot;,2
650,1944,Medicine,,338,&quot;for their discoveries relating to the highly differentiated functions of single nerve fibres&quot;,2
655,1943,Medicine,,335,&quot;for his discovery of vitamin K&quot;,2
656,1943,Medicine,,336,&quot;for his discovery of the chemical nature of vitamin K&quot;,2
660,1939,Medicine,,334,&quot;for the discovery of the antibacterial effects of prontosil&quot;,1
664,1938,Medicine,,333,&quot;for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration&quot;,1
671,1937,Medicine,,332,&quot;for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid&quot;,1
677,1936,Medicine,,330,&quot;for their discoveries relating to chemical transmission of nerve impulses&quot;,2
678,1936,Medicine,,331,&quot;for their discoveries relating to chemical transmission of nerve impulses&quot;,2
684,1935,Medicine,,329,&quot;for his discovery of the organizer effect in embryonic development&quot;,1
687,1934,Medicine,,326,&quot;for their discoveries concerning liver therapy in cases of anaemia&quot;,3
688,1934,Medicine,,327,&quot;for their discoveries concerning liver therapy in cases of anaemia&quot;,3
689,1934,Medicine,,328,&quot;for their discoveries concerning liver therapy in cases of anaemia&quot;,3
694,1933,Medicine,,325,&quot;for his discoveries concerning the role played by the chromosome in heredity&quot;,1
699,1932,Medicine,,323,&quot;for their discoveries regarding the functions of neurons&quot;,2
700,1932,Medicine,,324,&quot;for their discoveries regarding the functions of neurons&quot;,2
704,1931,Medicine,,322,&quot;for his discovery of the nature and mode of action of the respiratory enzyme&quot;,1
710,1930,Medicine,,321,&quot;for his discovery of human blood groups&quot;,1
716,1929,Medicine,,319,&quot;for his discovery of the antineuritic vitamin&quot;,2
717,1929,Medicine,,320,&quot;for his discovery of the growth-stimulating vitamins&quot;,2
722,1928,Medicine,,318,&quot;for his work on typhus&quot;,1
727,1927,Medicine,,317,&quot;for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica&quot;,1
733,1926,Medicine,,316,&quot;for his discovery of the Spiroptera carcinoma&quot;,1
744,1924,Medicine,,315,&quot;for his discovery of the mechanism of the electrocardiogram&quot;,1
748,1923,Medicine,,313,&quot;for the discovery of insulin&quot;,2
749,1923,Medicine,,314,&quot;for the discovery of insulin&quot;,2
753,1922,Medicine,,311,&quot;for his discovery relating to the production of heat in the muscle&quot;,2
754,1922,Medicine,,312,&quot;for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle&quot;,2
764,1920,Medicine,,310,&quot;for his discovery of the capillary motor regulating mechanism&quot;,1
768,1919,Medicine,,309,&quot;for his discoveries relating to immunity&quot;,1
784,1914,Medicine,,308,&quot;for his work on the physiology and pathology of the vestibular apparatus&quot;,1
787,1913,Medicine,,307,&quot;in recognition of his work on anaphylaxis&quot;,1
793,1912,Medicine,,306,&quot;in recognition of his work on vascular suture and the transplantation of blood vessels and organs&quot;,1
798,1911,Medicine,,305,&quot;for his work on the dioptrics of the eye&quot;,1
804,1910,Medicine,,304,&quot;in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins, including the nucleic substances&quot;,1
